,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
3249|FLI1,0.004038145982919948,Mus musculus,FLI1,tf,,Th2,Blood,0.0,FLI1
54378|BCL3,0.004054643606967432,Mus musculus,BCL3,tf,CGR8,Embryonic Stem Cell,Embryo,1.0,BCL3
5367|LUZP1,0.004079503179538422,Mus musculus,LUZP1,not sure,E14,Embryonic Stem Cell,Embryo,1.0,LUZP1
5463|KDM5B,0.004082620198775394,Mus musculus,KDM5B,cr,E14,Embryonic Stem Cell,Embryo,1.0,KDM5B
14|KLF1,0.004095109602388333,Mus musculus,KLF1,predicted transcription factor,,Erythroid Cell,Liver,0.0,KLF1
44214|NCOA1,0.0041644144897508666,Mus musculus,NCOA1,cr,,Epithelium,Hindbrain,1.0,NCOA1
41753|ASH1L,0.004170766670239131,Mus musculus,ASH1L,cr,,Embryonic Stem Cell,Embryo,1.0,ASH1L
43424|ASCL2,0.004319279339033732,Mus musculus,ASCL2,tf,,T Lymphocyte,Blood,1.0,ASCL2
35557|SFMBT1,0.004362098332064113,Mus musculus,SFMBT1,other,,Spermatid,,1.0,SFMBT1
37404|THRB,0.004389745534398492,Mus musculus,THRB,tf,C17.2,Neural Progenitor Cell,,1.0,THRB
336|SMAD3,0.004397514756822559,Mus musculus,SMAD3,tf,C2C12,Myoblast,Muscle,1.0,SMAD3
50722|UBTF,0.004466865971973621,Mus musculus,UBTF,tf,NIH-3T3,Fibroblast,Embryo,1.0,UBTF
48981|WT1 ,0.004473628947220675,Mus musculus,WT1 ,tf,,Epithelium,Kidney,0.0,WT1 
57016|STAT5,0.004474756998414964,Mus musculus,STAT5,tf,,T Lymphocyte,,1.0,STAT5
41345|CTR9,0.004489444798549977,Mus musculus,CTR9,both predicted transcription factor and chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,CTR9
35722|ELF5,0.004518949622347934,Mus musculus,ELF5,tf,TSC,Trophoblast Stem Cell,Embryo,1.0,ELF5
56517|CBX2,0.004537192378230566,Mus musculus,CBX2,cr,E14Tg2A,Embryonic Stem Cell,,1.0,CBX2
416|LBR,0.0045888531421765175,Mus musculus,LBR,not sure,E14,Embryonic Stem Cell,Embryo,1.0,LBR
41874|DNMT3L,0.004639872883548145,Mus musculus,DNMT3L,cr,E14,Embryonic Stem Cell,Embryo,1.0,DNMT3L
54454|SLC5A5,0.004663230548335354,Mus musculus,SLC5A5,predicted transcription factor,,Myoblast,Muscle,1.0,SLC5A5
42958|PARP14,0.004726821127432625,Mus musculus,PARP14,not sure,,T Lymphocyte,Blood,1.0,PARP14
49579|FOSB,0.00475890553390934,Mus musculus,FOSB,tf,,Cortical Neuron,Neuric,1.0,FOSB
50239|SPIB,0.004828485098500493,Mus musculus,SPIB,tf,,Lymphocyte,,1.0,SPIB
37574|PHOX2A,0.004836943669137206,Mus musculus,PHOX2A,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,PHOX2A
44547|NUP98PHF23,0.005003923873099169,Mus musculus,NUP98PHF23,other,961C,,Blood,0.0,NUP98PHF23
4508|RAP1A,0.0050376787256474,Mus musculus,RAP1A,not sure,,Fibroblast,Embryo,0.0,RAP1A
48326|ATF3,0.0050489753193989646,Mus musculus,ATF3,predicted transcription factor,,Macrophage,Bone Marrow,1.0,ATF3
37912|E2F4,0.005076684232423146,Mus musculus,E2F4,tf,,Dendritic Cell,Bone Marrow,1.0,E2F4
43719|JUND,0.005093121247307257,Mus musculus,JUND,tf,,T Lymphocyte,,1.0,JUND
9184|PAX3,0.005163187918461751,Mus musculus,PAX3,tf,,Myoblast,Skeletal Muscle,1.0,PAX3
4411|NFIC,0.005190166130054659,Mus musculus,NFIC,tf,,Fibroblast,Embryo,1.0,NFIC
55371|PAX6,0.005397199542998509,Mus musculus,PAX6,tf,,,lens,1.0,PAX6
58299|RFX2,0.005481777089269579,Mus musculus,RFX2,tf,,,Testis,1.0,RFX2
41201|AURKB,0.0055743869133088745,Mus musculus,AURKB,not sure,,B Lymphocyte,Spleen,1.0,AURKB
53213|DAXX,0.005647529064675781,Mus musculus,DAXX,not sure,,Embryonic Stem Cell,Embryo,1.0,DAXX
59179|NR0B2,0.005769441218419643,Mus musculus,NR0B2,tf,,,Liver,1.0,NR0B2
48647|ARID3A,0.00580632521039804,Mus musculus,ARID3A,tf,J1,Embryonic Stem Cell,Embryo,0.0,ARID3A
54238|BARX1,0.006032054609573796,Mus musculus,BARX1,tf,,Mesenchymal Cell,Stomach,1.0,BARX1
52238|RUVBL1,0.006116452802482767,Mus musculus,RUVBL1,cr,,Embryonic Stem Cell,,0.0,RUVBL1
48849|GPS2,0.006137341562818462,Mus musculus,GPS2,not sure,3T3-L1,Preadipocyte,Adipose,0.0,GPS2
44788|ATF7,0.0063082705076588546,Mus musculus,ATF7,tf,3T3-L1,Preadipocyte,Adipose,1.0,ATF7
57817|GFI1B,0.0066019987522191615,Mus musculus,GFI1B,predicted transcription factor,MEL,Erythroid Progenitor Cell,Blood,1.0,GFI1B
33052|HEXIM1,0.006632346523637128,Mus musculus,HEXIM1,other,,Embryonic Fibroblast,Embryo,0.0,HEXIM1
56986|TCF4,0.0068746436242253005,Mus musculus,TCF4,tf,,Stem cell,Intestine,1.0,TCF4
51138|YAP1,0.006936009871356359,Mus musculus,YAP1,other,,,Heart,1.0,YAP1
56606|SATB2,0.007153761737560864,Mus musculus,SATB2,tf,,Cortex,Brain,1.0,SATB2
35550|SP1,0.007316210018193886,Mus musculus,SP1,predicted chromatin regulator,TSC,Trophoblast Stem Cell,Embryo,1.0,SP1
2630|CHD7,0.007344182320606242,Mus musculus,CHD7,cr,R1,Embryonic Stem Cell,Embryo,1.0,CHD7
48620|NFYC,0.0074286656403201295,Mus musculus,NFYC,tf,E14,Embryonic Stem Cell,Embryo,1.0,NFYC
44216|NCOA2,0.007630942618149037,Mus musculus,NCOA2,cr,,Epithelium,Hindbrain,1.0,NCOA2
42982|ATOH1,0.007645445216076575,Mus musculus,ATOH1,tf,,,Intestinal Crypt,1.0,ATOH1
6021|MAPK8,0.007658154888961183,Mus musculus,MAPK8,not sure,,Neural Progenitor Cell,Embryo,1.0,MAPK8
59294|CEBPG,0.0077164934162103965,Mus musculus,CEBPG,tf,,Embryonic Fibroblast,Embryo,1.0,CEBPG
3269|FOXO1,0.007852901664795736,Mus musculus,FOXO1,tf,,Lymphocyte,Spleen,1.0,FOXO1
41427|ZNF322A,0.008091956495370495,Mus musculus,ZNF322A,tf,E14,Embryonic Stem Cell,Embryo,1.0,ZNF322A
53080|NKX3-2,0.00814167814206882,Mus musculus,NKX3-2,tf,,,Embryonic vertebral column,1.0,NKX3-2
4587|STAT4,0.008218697226601773,Mus musculus,STAT4,tf,,T Lymphocyte,Blood,1.0,STAT4
36913|NFIB,0.008802637506462464,Mus musculus,NFIB,predicted transcription factor,,Hair Follicle Stem Cell,Mouse Back Skin,0.0,NFIB
52226|E4F1,0.009181266389848562,Mus musculus,E4F1,tf,,Embryonic Fibroblast,Embryo,1.0,E4F1
52891|NCOR2,0.009281886263247469,Mus musculus,NCOR2,cr,,Macrophage,Bone,0.0,NCOR2
51890|PRDM16,0.009370447720996369,Mus musculus,PRDM16,tf,,,Adipose,1.0,PRDM16
49734|MEF2A,0.009437898695362929,Mus musculus,MEF2A,tf,C2C12,Myoblast,Muscle,1.0,MEF2A
41336|SUPT5H,0.00972316235828798,Mus musculus,SUPT5H,tf,,Embryonic Stem Cell,Embryo,1.0,SUPT5H
59362|CSTF3,0.010306931083973686,Mus musculus,CSTF3,other,S194,B Lymphocyte,,1.0,CSTF3
35619|GRIP1,0.010906163191568572,Mus musculus,GRIP1,not sure,,Macrophage,Bone Marrow,1.0,GRIP1
55310|TRIM63,0.01115876045811303,Mus musculus,TRIM63,predicted chromatin regulator,,,Small Intestine,1.0,TRIM63
44796|VDR,0.012248049516246385,Mus musculus,VDR,tf,3T3-L1,Preadipocyte,Adipose,1.0,VDR
48082|CBX8,0.01226997561074938,Mus musculus,CBX8,cr,E14,Embryonic Stem Cell,Embryo,1.0,CBX8
34590|THRA,0.013076493321738018,Mus musculus,THRA,tf,C17.2,Neural Progenitor Cell,,1.0,THRA
35242|PBX1,0.013688450133144237,Mus musculus,PBX1,tf,,,Embryo Trunk,1.0,PBX1
8744|NR1D2,0.013836874614687165,Mus musculus,NR1D2,tf,,Epithelium,Liver,0.0,NR1D2
54551|ONECUT1,0.013852097720472151,Mus musculus,ONECUT1,tf,,,Liver,1.0,ONECUT1
33940|EHF,0.014986793528524719,Mus musculus,EHF,tf,,,Corneal Epithelium,0.0,EHF
8841|ELL,0.015319148066914947,Mus musculus,ELL,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL
48860|GTF2E2,0.01557002326995866,Mus musculus,GTF2E2,tf,,Epithelium,Liver,1.0,GTF2E2
3292|GTF2A1,0.015786883574458527,Mus musculus,GTF2A1,tf,,T Lymphocyte,Blood,1.0,GTF2A1
34121|CXXC1,0.015923732655283195,Mus musculus,CXXC1,tf,,,Brain,1.0,CXXC1
53798|BATF3,0.016403696529993576,Mus musculus,BATF3,tf,,Dendritic Cell,,1.0,BATF3
5809|HELLS,0.016737675448715898,Mus musculus,HELLS,predicted chromatin regulator,,Fibroblast,Embryo,1.0,HELLS
57294|TEC,0.01884626484308769,Mus musculus,TEC,other,,Epithelium,,1.0,TEC
33994|TET2,0.01971952679637878,Mus musculus,TET2,cr,,,Bone Marrow,1.0,TET2
47617|MSL2,0.020030670606842958,Mus musculus,MSL2,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MSL2
8567|HOXB4,0.020324818991155392,Mus musculus,HOXB4,tf,,Embryonic Stem Cell,Embryo,1.0,HOXB4
433|TFCP2,0.021694195013494996,Mus musculus,TFCP2,tf,E14,Embryonic Stem Cell,Embryo,0.0,TFCP2
52659|PKNOX1,0.02210855343576648,Mus musculus,PKNOX1,tf,,Embryonic Stem Cell,,1.0,PKNOX1
48619|NFYB,0.02286376186652064,Mus musculus,NFYB,tf,E14,Embryonic Stem Cell,Embryo,1.0,NFYB
37716|PRDM4,0.023420490428891588,Mus musculus,PRDM4,tf,CCE,Embryonic Stem Cell,Embryo,1.0,PRDM4
40135|ETV6,0.024012906897534117,Mus musculus,ETV6,tf,,Th17,,1.0,ETV6
5471|IKZF3,0.026388563902160076,Mus musculus,IKZF3,tf,,Thymocyte,Thymus,1.0,IKZF3
49496|CDK7,0.027140070553685933,Mus musculus,CDK7,predicted transcription factor,V6.5,Embryonic Stem Cell,Embryo,1.0,CDK7
34603|USF1,0.027760651892663576,Mus musculus,USF1,tf,,,Liver,0.0,USF1
"35263|PKNOX1, PKNOX2",0.0278211531099488,Mus musculus,"PKNOX1, PKNOX2",tf,,,Embryo Trunk,1.0,"PKNOX1, PKNOX2"
50217|FOXK1,0.02832030095891057,Mus musculus,FOXK1,tf,C2C12,Myoblast,Muscle,1.0,FOXK1
56036|RFX3,0.02867976667356348,Mus musculus,RFX3,predicted transcription factor,MIN6,Beta cell,,1.0,RFX3
54372|KLF15,0.030546360696791532,Mus musculus,KLF15,tf,,Embryonic Fibroblast,,1.0,KLF15
55621|POU3F3,0.030582074961256225,Mus musculus,POU3F3,tf,,Neural Stem Cell,,1.0,POU3F3
4397|MAFA,0.032707147420970924,Mus musculus,MAFA,tf,,Epithelium,Pancreatic Islet,0.0,MAFA
38059|KDM5C,0.03277645544119158,Mus musculus,KDM5C,cr,,Embryonic Stem Cell,Embryo,1.0,KDM5C
36772|ZNF143,0.033572585516432205,Mus musculus,ZNF143,predicted transcription factor,,Embryonic Fibroblast,Embryo,1.0,ZNF143
39702|IRF3,0.034780008561991614,Mus musculus,IRF3,tf,,Macrophage,Bone Marrow,1.0,IRF3
38310|SIX2,0.035232684618974344,Mus musculus,SIX2,tf,,Neural Progenitor Cell,Kidney,0.0,SIX2
44270|MAX,0.03994147038292424,Mus musculus,MAX,tf,E14,Embryonic Stem Cell,Embryo,1.0,MAX
54346|KCR,0.04108142035967177,Mus musculus,KCR,other,,Germline stem cell,,1.0,KCR
56408|TGIF2,0.041599870146489824,Mus musculus,TGIF2,tf,J1,Embryonic Stem Cell,Embryo,1.0,TGIF2
41315|KDM4B,0.041653539556192234,Mus musculus,KDM4B,cr,,Embryonic Stem Cell,Embryo,1.0,KDM4B
47427|INO80,0.041876482046399766,Mus musculus,INO80,predicted chromatin regulator,J1,Embryonic Stem Cell,Embryo,1.0,INO80
34077|STAG2,0.043432510936821205,Mus musculus,STAG2,not sure,V6.5,Embryonic Stem Cell,Embryo,1.0,STAG2
52828|GRHL2,0.043766811816808734,Mus musculus,GRHL2,tf,,,Placenta,1.0,GRHL2
39349|MTOR,0.04377479659234508,Mus musculus,MTOR,other,,Epithelium,Liver,1.0,MTOR
55947|HNF1B,0.04395877101281289,Mus musculus,HNF1B,tf,IMCD3,,Kidney,1.0,HNF1B
39311|NCAPD3,0.04510846390813001,Mus musculus,NCAPD3,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,NCAPD3
52224|SMAD4,0.04556021782157452,Mus musculus,SMAD4,predicted transcription factor,,,Lung,1.0,SMAD4
34005|LHX3,0.04589934074886685,Mus musculus,LHX3,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,LHX3
47833|SRC,0.0498447900389129,Mus musculus,SRC,not sure,,Epithelium,Liver,1.0,SRC
52074|SATB1,0.05034304467599237,Mus musculus,SATB1,tf,,Thymocyte,Thymus,1.0,SATB1
46468|USF2,0.05080025817610143,Mus musculus,USF2,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,USF2
1594|LMO2,0.051278898731534434,Mus musculus,LMO2,not sure,HPC-7,Haematopoietic Progenitor Cell,Bone Marrow,1.0,LMO2
421|NR5A2,0.05227454614256654,Mus musculus,NR5A2,tf,E14,Embryonic Stem Cell,Embryo,1.0,NR5A2
294|MSX1,0.05309883882902295,Mus musculus,MSX1,tf,C2C12,Myoblast,Muscle,0.0,MSX1
48407|TAF9B,0.05500794518397973,Mus musculus,TAF9B,not sure,HBG3,Neuron,,1.0,TAF9B
51967|TBX19,0.055267181401348286,Mus musculus,TBX19,tf,AtT-20,,,1.0,TBX19
47457|SOX4,0.055440540934630037,Mus musculus,SOX4,tf,,Progenitor B cell,Fetal Liver,1.0,SOX4
39103|MZF1,0.05673481526300447,Mus musculus,MZF1,tf,,B Lymphocyte,,1.0,MZF1
48058|MSL1,0.05704974452911566,Mus musculus,MSL1,cr,E14,Embryonic Stem Cell,Embryo,1.0,MSL1
41868|TLE,0.058152832245262964,Mus musculus,TLE,not sure,,Hair Follicle Stem Cell,Mouse Back Skin,1.0,TLE
47569|PPARGC1A,0.06170953587514661,Mus musculus,PPARGC1A,tf,C2C12,Myoblast,Muscle,0.0,PPARGC1A
36909|ERF,0.06439730160763463,Mus musculus,ERF,tf,,Embryonic Fibroblast,,1.0,ERF
34108|H1F0,0.06689550460046584,Mus musculus,H1F0,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,H1F0
49690|DMRTB1,0.06769208269006308,Mus musculus,DMRTB1,tf,,,Testis,1.0,DMRTB1
34641|MYBL1,0.0683368758157017,Mus musculus,MYBL1,tf,,,Testis,0.0,MYBL1
50445|AUTS2,0.07059026529310068,Mus musculus,AUTS2,not sure,,,Brain,1.0,AUTS2
418|MYCN,0.07173816771239484,Mus musculus,MYCN,tf,E14,Embryonic Stem Cell,Embryo,1.0,MYCN
49497|CDK8,0.07363096820633246,Mus musculus,CDK8,tf,R1,Embryonic Stem Cell,Embryo,1.0,CDK8
58557|PDX1,0.0751212212518237,Mus musculus,PDX1,tf,BetaTC6,,,1.0,PDX1
50095|NR0B1,0.07795687400046472,Mus musculus,NR0B1,tf,J1,Embryonic Stem Cell,Embryo,1.0,NR0B1
4513|RFX1,0.07866251356893518,Mus musculus,RFX1,tf,,Neural Progenitor Cell,Embryo,0.0,RFX1
46491|MAFK,0.08239435307004528,Mus musculus,MAFK,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,MAFK
3000|ASH2L,0.08281417444683092,Mus musculus,ASH2L,cr,,B Lymphocyte,Spleen,1.0,ASH2L
46493|CHD1,0.08770348726477284,Mus musculus,CHD1,predicted chromatin regulator,MEL,Erythroid Progenitor Cell,Blood,1.0,CHD1
40132|FOSL2,0.08803327124204767,Mus musculus,FOSL2,tf,,Th0,,1.0,FOSL2
48099|TNFSF11,0.09555349109715433,Mus musculus,TNFSF11,other,RAW264.7,Macrophage,,1.0,TNFSF11
37004|BACH2,0.09658105166257692,Mus musculus,BACH2,tf,,T Lymphocyte,Blood,1.0,BACH2
46425|HCFC1,0.09912532629611144,Mus musculus,HCFC1,tf,,Embryonic Stem Cell,Embryo,1.0,HCFC1
3244|ERCC3,0.1050950549530808,Mus musculus,ERCC3,predicted chromatin regulator,,T Lymphocyte,Blood,1.0,ERCC3
57122|IKZF2,0.1087770142517192,Mus musculus,IKZF2,tf,,T Lymphocyte,,1.0,IKZF2
46412|NFE2L2,0.11044107450423413,Mus musculus,NFE2L2,tf,CH12,Lymphoblastoid,Blood,1.0,NFE2L2
46470|NELFE,0.12244442270345095,Mus musculus,NELFE,not sure,MEL,Erythroid Progenitor Cell,Blood,1.0,NELFE
58831|SUMO2,0.12310984040959805,Mus musculus,SUMO2,other,,Dendritic Cell,Bone Marrow,1.0,SUMO2
39355|ESRRA,0.12437757351097845,Mus musculus,ESRRA,tf,,Epithelium,Liver,1.0,ESRRA
38461|ELF1,0.13178893242258746,Mus musculus,ELF1,tf,,T Lymphocyte,Blood,1.0,ELF1
40294|NKX6-1,0.13928920660956595,Mus musculus,NKX6-1,tf,,,Pancreatic Islet,1.0,NKX6-1
47619|KANSL3,0.14445431430717587,Mus musculus,KANSL3,cr,WT26,Embryonic Stem Cell,Embryo,1.0,KANSL3
56061|GABPA,0.148087994119789,Mus musculus,GABPA,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,GABPA
44628|TEAD2,0.14982721124182466,Mus musculus,TEAD2,tf,Py2T,Epithelium,Mammary Gland,1.0,TEAD2
46476|CHD2,0.1641872538458224,Mus musculus,CHD2,cr,MEL,Erythroid Progenitor Cell,Blood,1.0,CHD2
48959|NUCKS1,0.16686559654407135,Mus musculus,NUCKS1,predicted transcription factor,,Hepatocyte,,1.0,NUCKS1
55632|SOX10,0.17864518738688145,Mus musculus,SOX10,tf,Melan-a,Melanocyte,,1.0,SOX10
48954|REPIN1,0.1821307298669318,Mus musculus,REPIN1,predicted transcription factor,,T Lymphocyte,,1.0,REPIN1
9267|ZFPM1,0.18929826690813026,Mus musculus,ZFPM1,tf,G1ME,Megakaryocyte,Bone Marrow,1.0,ZFPM1
44784|ATF2,0.1929816581755144,Mus musculus,ATF2,predicted transcription factor,3T3-L1,Preadipocyte,Adipose,1.0,ATF2
37690|ELL3,0.19324136056453456,Mus musculus,ELL3,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL3
9183|PAX7,0.19701902330741344,Mus musculus,PAX7,tf,,Myoblast,Skeletal Muscle,1.0,PAX7
48059|NSL1,0.19944172043070024,Mus musculus,NSL1,not sure,E14,Embryonic Stem Cell,Embryo,1.0,NSL1
50392|RORA,0.21309655207567785,Mus musculus,RORA,tf,,,Liver,1.0,RORA
2410|NELFB,0.23740812732090466,Mus musculus,NELFB,not sure,,Fibroblast,Embryo,1.0,NELFB
33751|NKX2-1,0.2552464510617041,Mus musculus,NKX2-1,tf,,,Lung,1.0,NKX2-1
50391|NFIL3,0.25930359307724515,Mus musculus,NFIL3,tf,,,Liver,1.0,NFIL3
46401|BHLHE40,0.2666102775542511,Mus musculus,BHLHE40,predicted transcription factor,CH12,Lymphoblastoid,Blood,1.0,BHLHE40
46399|MXI1,0.2704732803155025,Mus musculus,MXI1,tf,CH12,Lymphoblastoid,Blood,1.0,MXI1
46416|ZNF384,0.28327635737195633,Mus musculus,ZNF384,tf,CH12,Lymphoblastoid,Blood,1.0,ZNF384
39309|CAPG,0.2893431096432485,Mus musculus,CAPG,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,CAPG
56412|POU2F1,0.3213253663189129,Mus musculus,POU2F1,tf,,T Lymphocyte,Spleen,1.0,POU2F1
46426|ZC3H11A,0.3690885808272718,Mus musculus,ZC3H11A,other,,Embryonic Stem Cell,Embryo,1.0,ZC3H11A
58496|KAT5,0.39985329166368144,Mus musculus,KAT5,cr,E14,Embryonic Stem Cell,Embryo,1.0,KAT5
49710|FOXL2,0.4411925671325543,Mus musculus,FOXL2,tf,,Follicular  cell,Ovary,1.0,FOXL2
40095|JMJD6,0.4808144986470797,Mus musculus,JMJD6,cr,,Th17,,1.0,JMJD6
438|ZFX,0.5555083009788422,Mus musculus,ZFX,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0,ZFX
53674|DMRT1,0.6415834818062202,Mus musculus,DMRT1,tf,,,Testis,1.0,DMRT1
44266|MITF,0.6719497232094587,Mus musculus,MITF,tf,,Mast Cell,Bone Marrow,0.0,MITF
46411|MAZ,0.7190518256601555,Mus musculus,MAZ,tf,CH12,Lymphoblastoid,Blood,1.0,MAZ
35806|NR6A1,0.7873538804349058,Mus musculus,NR6A1,not sure,,Mesenchymal Stem Cell,,1.0,NR6A1
